layer,problem_i,problem_j,projector_similarity
1,ontology-00004,ontology-00001,0.9897710531320109
1,ontology-00004,dependency-00001,0.9921984676468687
1,ontology-00004,iterative-00002,0.9913028036714456
1,ontology-00004,ontology-00002,0.9909869782943441
1,ontology-00004,dependency-00002,0.9904731510554998
1,ontology-00004,iterative-00003,0.9902751481428385
1,ontology-00004,ontology-00003,0.9920676057913658
1,ontology-00004,dependency-00003,0.9920163396276347
1,ontology-00004,iterative-00004,0.9926499279573984
1,ontology-00004,ontology-00004,0.9999999999999994
1,ontology-00004,dependency-00004,0.9922857280842143
1,ontology-00004,iterative-00005,0.991386668815863
1,ontology-00004,ontology-00005,0.992187725535222
1,ontology-00004,dependency-00005,0.9889655994951538
1,dependency-00004,iterative-00000,0.9879215315593182
1,dependency-00004,ontology-00000,0.9895193740428894
1,dependency-00004,dependency-00000,0.9929013315392028
1,dependency-00004,iterative-00001,0.988923176467277
1,dependency-00004,ontology-00001,0.9922485068821635
1,dependency-00004,dependency-00001,0.9925903758545012
1,dependency-00004,iterative-00002,0.991458125269643
1,dependency-00004,ontology-00002,0.9906700713940619
1,dependency-00004,dependency-00002,0.9919206469827615
1,dependency-00004,iterative-00003,0.9921911457910388
1,dependency-00004,ontology-00003,0.992860559662047
1,dependency-00004,dependency-00003,0.992883226220714
1,dependency-00004,iterative-00004,0.9937390370838897
1,dependency-00004,ontology-00004,0.9922857280842143
1,dependency-00004,dependency-00004,0.9999999999999999
1,dependency-00004,iterative-00005,0.9912740298485176
1,dependency-00004,ontology-00005,0.9945204396568086
1,dependency-00004,dependency-00005,0.9920824673723491
1,iterative-00005,iterative-00000,0.9921380820623813
1,iterative-00005,ontology-00000,0.9893184112401104
1,iterative-00005,dependency-00000,0.991660496516566
1,iterative-00005,iterative-00001,0.988703688786693
1,iterative-00005,ontology-00001,0.9910773555404211
1,iterative-00005,dependency-00001,0.9927052938633005
1,iterative-00005,iterative-00002,0.9908682634647795
1,iterative-00005,ontology-00002,0.9928188895526817
1,iterative-00005,dependency-00002,0.9911345637329102
1,iterative-00005,iterative-00003,0.9935541599663781
1,iterative-00005,ontology-00003,0.992787975481745
1,iterative-00005,dependency-00003,0.991973106545425
1,iterative-00005,iterative-00004,0.9925032100404658
1,iterative-00005,ontology-00004,0.991386668815863
1,iterative-00005,dependency-00004,0.9912740298485176
1,iterative-00005,iterative-00005,1.0000000000000002
1,iterative-00005,ontology-00005,0.9922897211685919
1,iterative-00005,dependency-00005,0.9908956377267684
1,ontology-00005,iterative-00000,0.9919297241833192
1,ontology-00005,ontology-00000,0.9892276607502937
1,ontology-00005,dependency-00000,0.9906348043755616
1,ontology-00005,iterative-00001,0.9887662450687927
1,ontology-00005,ontology-00001,0.9919487114174643
1,ontology-00005,dependency-00001,0.9914665771410084
1,ontology-00005,iterative-00002,0.9905120266038616
1,ontology-00005,ontology-00002,0.9909518292413142
1,ontology-00005,dependency-00002,0.9922084561501472
1,ontology-00005,iterative-00003,0.9929696106742953
1,ontology-00005,ontology-00003,0.9923062731438242
1,ontology-00005,dependency-00003,0.9920519459505694
1,ontology-00005,iterative-00004,0.9924710910402198
1,ontology-00005,ontology-00004,0.992187725535222
1,ontology-00005,dependency-00004,0.9945204396568086
1,ontology-00005,iterative-00005,0.9922897211685919
1,ontology-00005,ontology-00005,0.9999999999999996
1,ontology-00005,dependency-00005,0.991305453414946
1,dependency-00005,iterative-00000,0.9875555111586908
1,dependency-00005,ontology-00000,0.9856361726842728
1,dependency-00005,dependency-00000,0.991200659132884
1,dependency-00005,iterative-00001,0.9854219117299353
1,dependency-00005,ontology-00001,0.9917497207443402
1,dependency-00005,dependency-00001,0.9888134618731041
1,dependency-00005,iterative-00002,0.9909159299292206
1,dependency-00005,ontology-00002,0.9882498583018441
1,dependency-00005,dependency-00002,0.9885878172437517
1,dependency-00005,iterative-00003,0.989271943912741
1,dependency-00005,ontology-00003,0.9900528936838109
1,dependency-00005,dependency-00003,0.9908848048043126
1,dependency-00005,iterative-00004,0.9915317889662384
1,dependency-00005,ontology-00004,0.9889655994951538
1,dependency-00005,dependency-00004,0.9920824673723491
1,dependency-00005,iterative-00005,0.9908956377267684
1,dependency-00005,ontology-00005,0.9913054534149461
1,dependency-00005,dependency-00005,1.0000000000000004
2,iterative-00000,iterative-00000,0.9999999999999997
2,iterative-00000,ontology-00000,0.994089278866173
2,iterative-00000,dependency-00000,0.9928771136005325
2,iterative-00000,iterative-00001,0.9944957826874665
2,iterative-00000,ontology-00001,0.9930943776114453
2,iterative-00000,dependency-00001,0.9924805836252861
2,iterative-00000,iterative-00002,0.9943592961484888
2,iterative-00000,ontology-00002,0.9924360260676598
2,iterative-00000,dependency-00002,0.9931131276218856
2,iterative-00000,iterative-00003,0.9927106492848288
2,iterative-00000,ontology-00003,0.993020860371562
2,iterative-00000,dependency-00003,0.9933673934560433
2,iterative-00000,iterative-00004,0.9941036096193184
2,iterative-00000,ontology-00004,0.9927571632707567
2,iterative-00000,dependency-00004,0.9932806259727232
2,iterative-00000,iterative-00005,0.9927444273027641
2,iterative-00000,ontology-00005,0.9939970515650108
2,iterative-00000,dependency-00005,0.9941302376138944
2,ontology-00000,iterative-00000,0.994089278866173
2,ontology-00000,ontology-00000,1.0000000000000002
2,ontology-00000,dependency-00000,0.993457219892636
2,ontology-00000,iterative-00001,0.9948364465733788
2,ontology-00000,ontology-00001,0.9943479891702439
2,ontology-00000,dependency-00001,0.9939481843818989
2,ontology-00000,iterative-00002,0.9944290851157731
2,ontology-00000,ontology-00002,0.9949259950719123
2,ontology-00000,dependency-00002,0.9949942000959626
2,ontology-00000,iterative-00003,0.9931076030104646
2,ontology-00000,ontology-00003,0.9946544165762841
2,ontology-00000,dependency-00003,0.9949444978408262
2,ontology-00000,iterative-00004,0.9956461241626214
2,ontology-00000,ontology-00004,0.9930816000683658
2,ontology-00000,dependency-00004,0.9941430459558817
2,ontology-00000,iterative-00005,0.9926332974161108
2,ontology-00000,ontology-00005,0.9935409131308262
2,ontology-00000,dependency-00005,0.99343012369307
2,dependency-00000,iterative-00000,0.9928771136005325
2,dependency-00000,ontology-00000,0.993457219892636
2,dependency-00000,dependency-00000,0.9999999999999999
2,dependency-00000,iterative-00001,0.9949863322541114
2,dependency-00000,ontology-00001,0.9932934149502497
2,dependency-00000,dependency-00001,0.9936164971789585
2,dependency-00000,iterative-00002,0.9941487217678955
2,dependency-00000,ontology-00002,0.9948256422032045
2,dependency-00000,dependency-00002,0.9944058435651626
2,dependency-00000,iterative-00003,0.9935921834642225
2,dependency-00000,ontology-00003,0.994491548604401
2,dependency-00000,dependency-00003,0.9933850352411088
2,dependency-00000,iterative-00004,0.9937657900476101
2,dependency-00000,ontology-00004,0.9950498195327266
2,dependency-00000,dependency-00004,0.9939945191057245
2,dependency-00000,iterative-00005,0.9944779376916788
2,dependency-00000,ontology-00005,0.9944953707336424
2,dependency-00000,dependency-00005,0.9951337044979861
2,iterative-00001,iterative-00000,0.9944957826874665
2,iterative-00001,ontology-00000,0.9948364465733788
2,iterative-00001,dependency-00000,0.9949863322541114
2,iterative-00001,iterative-00001,1.0
2,iterative-00001,ontology-00001,0.9950039969564599
2,iterative-00001,dependency-00001,0.9938937545749282
2,iterative-00001,iterative-00002,0.9960671749083202
2,iterative-00001,ontology-00002,0.9966019631729716
2,iterative-00001,dependency-00002,0.9957760379319232
2,iterative-00001,iterative-00003,0.995184799426343
2,iterative-00001,ontology-00003,0.995841843503502
2,iterative-00001,dependency-00003,0.9954187636080524
2,iterative-00001,iterative-00004,0.9963275248426106
2,iterative-00001,ontology-00004,0.9950966372022338
2,iterative-00001,dependency-00004,0.9958499731768988
2,iterative-00001,iterative-00005,0.9955780397106275
2,iterative-00001,ontology-00005,0.9950197250389419
2,iterative-00001,dependency-00005,0.9956135117892847
2,ontology-00001,iterative-00000,0.9930943776114453
2,ontology-00001,ontology-00000,0.9943479891702439
2,ontology-00001,dependency-00000,0.9932934149502497
2,ontology-00001,iterative-00001,0.9950039969564599
2,ontology-00001,ontology-00001,1.0
2,ontology-00001,dependency-00001,0.9934180377240313
2,ontology-00001,iterative-00002,0.9948508857350842
2,ontology-00001,ontology-00002,0.9945825690977156
2,ontology-00001,dependency-00002,0.9945473716383998
2,ontology-00001,iterative-00003,0.9930448449310224
2,ontology-00001,ontology-00003,0.9953012543456377
2,ontology-00001,dependency-00003,0.9942885433970402
2,ontology-00001,iterative-00004,0.9955286832289201
2,ontology-00001,ontology-00004,0.9935659110991627
2,ontology-00001,dependency-00004,0.9953573409551161
2,ontology-00001,iterative-00005,0.9946863794766727
2,ontology-00001,ontology-00005,0.9951829905919508
2,ontology-00001,dependency-00005,0.993785048166656
2,dependency-00001,iterative-00000,0.9924805836252861
2,dependency-00001,ontology-00000,0.9939481843818988
2,dependency-00001,dependency-00000,0.9936164971789585
2,dependency-00001,iterative-00001,0.9938937545749283
2,dependency-00001,ontology-00001,0.9934180377240313
2,dependency-00001,dependency-00001,1.0
2,dependency-00001,iterative-00002,0.9942799884134712
2,dependency-00001,ontology-00002,0.9936175176589768
2,dependency-00001,dependency-00002,0.9948689746418093
2,dependency-00001,iterative-00003,0.9946713557501616
2,dependency-00001,ontology-00003,0.9953460813068927
2,dependency-00001,dependency-00003,0.9949711102482004
2,dependency-00001,iterative-00004,0.9948897585297403
2,dependency-00001,ontology-00004,0.9942252211693401
2,dependency-00001,dependency-00004,0.9951120179389367
2,dependency-00001,iterative-00005,0.9940751686144053
2,dependency-00001,ontology-00005,0.9953639666586394
2,dependency-00001,dependency-00005,0.9947347327686031
2,iterative-00002,iterative-00000,0.9943592961484888
2,iterative-00002,ontology-00000,0.9944290851157731
2,iterative-00002,dependency-00000,0.9941487217678955
2,iterative-00002,iterative-00001,0.9960671749083203
2,iterative-00002,ontology-00001,0.9948508857350842
2,iterative-00002,dependency-00001,0.9942799884134712
2,iterative-00002,iterative-00002,1.0
2,iterative-00002,ontology-00002,0.9951765122770461
2,iterative-00002,dependency-00002,0.9951814245943678
2,iterative-00002,iterative-00003,0.9961159318925252
2,iterative-00002,ontology-00003,0.9952964495464919
2,iterative-00002,dependency-00003,0.9952337639795079
2,iterative-00002,iterative-00004,0.9955526981408188
2,iterative-00002,ontology-00004,0.9937508839754892
2,iterative-00002,dependency-00004,0.996615202942078
2,iterative-00002,iterative-00005,0.9953119175827618
2,iterative-00002,ontology-00005,0.9959415070857289
2,iterative-00002,dependency-00005,0.9946617135630205
2,ontology-00002,iterative-00000,0.9924360260676598
2,ontology-00002,ontology-00000,0.9949259950719123
2,ontology-00002,dependency-00000,0.9948256422032045
2,ontology-00002,iterative-00001,0.9966019631729716
2,ontology-00002,ontology-00001,0.9945825690977156
2,ontology-00002,dependency-00001,0.9936175176589768
2,ontology-00002,iterative-00002,0.9951765122770461
2,ontology-00002,ontology-00002,1.0000000000000004
2,ontology-00002,dependency-00002,0.9960268303218343
2,ontology-00002,iterative-00003,0.9940942027333498
2,ontology-00002,ontology-00003,0.9968474083899042
2,ontology-00002,dependency-00003,0.995462983315921
2,ontology-00002,iterative-00004,0.9950678132663013
2,ontology-00002,ontology-00004,0.994485430305478
2,ontology-00002,dependency-00004,0.995674411619287
2,ontology-00002,iterative-00005,0.9949880724075659
2,ontology-00002,ontology-00005,0.9941233090386701
2,ontology-00002,dependency-00005,0.9953052299737344
2,dependency-00002,iterative-00000,0.9931131276218856
2,dependency-00002,ontology-00000,0.9949942000959626
2,dependency-00002,dependency-00000,0.9944058435651624
2,dependency-00002,iterative-00001,0.9957760379319232
2,dependency-00002,ontology-00001,0.9945473716383998
2,dependency-00002,dependency-00001,0.9948689746418093
2,dependency-00002,iterative-00002,0.9951814245943678
2,dependency-00002,ontology-00002,0.9960268303218343
2,dependency-00002,dependency-00002,0.9999999999999996
2,dependency-00002,iterative-00003,0.995904707398028
2,dependency-00002,ontology-00003,0.9954457277955618
2,dependency-00002,dependency-00003,0.9952480055314201
2,dependency-00002,iterative-00004,0.9953271776140419
2,dependency-00002,ontology-00004,0.9950188064576033
2,dependency-00002,dependency-00004,0.9955528539467509
2,dependency-00002,iterative-00005,0.9957503427382809
2,dependency-00002,ontology-00005,0.9973538584094297
2,dependency-00002,dependency-00005,0.9957317537860355
2,iterative-00003,iterative-00000,0.9927106492848288
2,iterative-00003,ontology-00000,0.9931076030104646
2,iterative-00003,dependency-00000,0.9935921834642226
2,iterative-00003,iterative-00001,0.995184799426343
2,iterative-00003,ontology-00001,0.9930448449310225
2,iterative-00003,dependency-00001,0.9946713557501616
2,iterative-00003,iterative-00002,0.9961159318925252
2,iterative-00003,ontology-00002,0.9940942027333498
2,iterative-00003,dependency-00002,0.995904707398028
2,iterative-00003,iterative-00003,1.0000000000000004
2,iterative-00003,ontology-00003,0.9945284770144602
2,iterative-00003,dependency-00003,0.9948164184828977
2,iterative-00003,iterative-00004,0.9937797965342186
2,iterative-00003,ontology-00004,0.9938065466992474
2,iterative-00003,dependency-00004,0.9948491741865144
2,iterative-00003,iterative-00005,0.994737576225397
2,iterative-00003,ontology-00005,0.9957687398258769
2,iterative-00003,dependency-00005,0.9944241352571341
2,ontology-00003,iterative-00000,0.993020860371562
2,ontology-00003,ontology-00000,0.9946544165762841
2,ontology-00003,dependency-00000,0.994491548604401
2,ontology-00003,iterative-00001,0.995841843503502
2,ontology-00003,ontology-00001,0.9953012543456377
2,ontology-00003,dependency-00001,0.9953460813068927
2,ontology-00003,iterative-00002,0.9952964495464919
2,ontology-00003,ontology-00002,0.9968474083899042
2,ontology-00003,dependency-00002,0.9954457277955618
2,ontology-00003,iterative-00003,0.9945284770144601
2,ontology-00003,ontology-00003,1.0000000000000007
2,ontology-00003,dependency-00003,0.9963372551844287
2,ontology-00003,iterative-00004,0.9951177515877974
2,ontology-00003,ontology-00004,0.9952729750721465
2,ontology-00003,dependency-00004,0.9962070470561784
2,ontology-00003,iterative-00005,0.9960159526604881
2,ontology-00003,ontology-00005,0.9948409666716898
2,ontology-00003,dependency-00005,0.9946184042871701
2,dependency-00003,iterative-00000,0.9933673934560433
2,dependency-00003,ontology-00000,0.9949444978408262
2,dependency-00003,dependency-00000,0.9933850352411088
2,dependency-00003,iterative-00001,0.9954187636080524
2,dependency-00003,ontology-00001,0.9942885433970402
2,dependency-00003,dependency-00001,0.9949711102482004
2,dependency-00003,iterative-00002,0.995233763979508
2,dependency-00003,ontology-00002,0.995462983315921
2,dependency-00003,dependency-00002,0.9952480055314201
2,dependency-00003,iterative-00003,0.9948164184828977
2,dependency-00003,ontology-00003,0.9963372551844287
2,dependency-00003,dependency-00003,1.0000000000000002
2,dependency-00003,iterative-00004,0.9943940687428805
2,dependency-00003,ontology-00004,0.9950632726222609
2,dependency-00003,dependency-00004,0.9948212400633962
2,dependency-00003,iterative-00005,0.9948661586764411
2,dependency-00003,ontology-00005,0.994677620638851
2,dependency-00003,dependency-00005,0.9935884721870478
2,iterative-00004,iterative-00000,0.9941036096193184
2,iterative-00004,ontology-00000,0.9956461241626215
2,iterative-00004,dependency-00000,0.9937657900476101
2,iterative-00004,iterative-00001,0.9963275248426106
2,iterative-00004,ontology-00001,0.9955286832289201
2,iterative-00004,dependency-00001,0.9948897585297402
2,iterative-00004,iterative-00002,0.9955526981408188
2,iterative-00004,ontology-00002,0.9950678132663013
2,iterative-00004,dependency-00002,0.9953271776140419
2,iterative-00004,iterative-00003,0.9937797965342186
2,iterative-00004,ontology-00003,0.9951177515877974
2,iterative-00004,dependency-00003,0.9943940687428805
2,iterative-00004,iterative-00004,1.0000000000000007
2,iterative-00004,ontology-00004,0.9936042096924825
2,iterative-00004,dependency-00004,0.9966786567981398
2,iterative-00004,iterative-00005,0.9951519685504873
2,iterative-00004,ontology-00005,0.99478277712077
2,iterative-00004,dependency-00005,0.9946357849069457
2,ontology-00004,iterative-00000,0.9927571632707567
2,ontology-00004,ontology-00000,0.9930816000683659
2,ontology-00004,dependency-00000,0.9950498195327266
2,ontology-00004,iterative-00001,0.9950966372022337
2,ontology-00004,ontology-00001,0.9935659110991627
2,ontology-00004,dependency-00001,0.9942252211693401
2,ontology-00004,iterative-00002,0.9937508839754892
2,ontology-00004,ontology-00002,0.994485430305478
2,ontology-00004,dependency-00002,0.9950188064576033
2,ontology-00004,iterative-00003,0.9938065466992474
2,ontology-00004,ontology-00003,0.9952729750721465
2,ontology-00004,dependency-00003,0.9950632726222609
2,ontology-00004,iterative-00004,0.9936042096924825
2,ontology-00004,ontology-00004,1.0
2,ontology-00004,dependency-00004,0.9939542076000263
2,ontology-00004,iterative-00005,0.9952923446905445
2,ontology-00004,ontology-00005,0.9941603323528438
2,ontology-00004,dependency-00005,0.994947919657579
2,dependency-00004,iterative-00000,0.9932806259727232
2,dependency-00004,ontology-00000,0.9941430459558817
2,dependency-00004,dependency-00000,0.9939945191057245
2,dependency-00004,iterative-00001,0.9958499731768986
2,dependency-00004,ontology-00001,0.9953573409551161
2,dependency-00004,dependency-00001,0.9951120179389366
2,dependency-00004,iterative-00002,0.996615202942078
2,dependency-00004,ontology-00002,0.995674411619287
2,dependency-00004,dependency-00002,0.9955528539467509
2,dependency-00004,iterative-00003,0.9948491741865143
2,dependency-00004,ontology-00003,0.9962070470561784
2,dependency-00004,dependency-00003,0.9948212400633962
2,dependency-00004,iterative-00004,0.9966786567981398
2,dependency-00004,ontology-00004,0.9939542076000263
2,dependency-00004,dependency-00004,1.0
2,dependency-00004,iterative-00005,0.9960139524274283
2,dependency-00004,ontology-00005,0.9956775033363503
2,dependency-00004,dependency-00005,0.9954775212980922
2,iterative-00005,iterative-00000,0.9927444273027641
2,iterative-00005,ontology-00000,0.9926332974161108
2,iterative-00005,dependency-00000,0.994477937691679
2,iterative-00005,iterative-00001,0.9955780397106275
2,iterative-00005,ontology-00001,0.9946863794766727
2,iterative-00005,dependency-00001,0.9940751686144053
2,iterative-00005,iterative-00002,0.9953119175827618
2,iterative-00005,ontology-00002,0.9949880724075659
2,iterative-00005,dependency-00002,0.9957503427382809
2,iterative-00005,iterative-00003,0.994737576225397
2,iterative-00005,ontology-00003,0.9960159526604881
2,iterative-00005,dependency-00003,0.9948661586764411
2,iterative-00005,iterative-00004,0.9951519685504873
2,iterative-00005,ontology-00004,0.9952923446905445
2,iterative-00005,dependency-00004,0.9960139524274283
2,iterative-00005,iterative-00005,1.0000000000000002
2,iterative-00005,ontology-00005,0.9957990694007891
2,iterative-00005,dependency-00005,0.9948288331736294
2,ontology-00005,iterative-00000,0.9939970515650108
2,ontology-00005,ontology-00000,0.9935409131308262
2,ontology-00005,dependency-00000,0.9944953707336424
2,ontology-00005,iterative-00001,0.9950197250389419
2,ontology-00005,ontology-00001,0.9951829905919508
2,ontology-00005,dependency-00001,0.9953639666586394
2,ontology-00005,iterative-00002,0.9959415070857289
2,ontology-00005,ontology-00002,0.9941233090386701
2,ontology-00005,dependency-00002,0.9973538584094297
2,ontology-00005,iterative-00003,0.9957687398258769
2,ontology-00005,ontology-00003,0.9948409666716898
2,ontology-00005,dependency-00003,0.9946776206388509
2,ontology-00005,iterative-00004,0.99478277712077
2,ontology-00005,ontology-00004,0.9941603323528438
2,ontology-00005,dependency-00004,0.9956775033363502
2,ontology-00005,iterative-00005,0.995799069400789
2,ontology-00005,ontology-00005,1.0
2,ontology-00005,dependency-00005,0.9953020509278176
2,dependency-00005,iterative-00000,0.9941302376138944
2,dependency-00005,ontology-00000,0.99343012369307
2,dependency-00005,dependency-00000,0.9951337044979861
2,dependency-00005,iterative-00001,0.9956135117892847
2,dependency-00005,ontology-00001,0.993785048166656
2,dependency-00005,dependency-00001,0.9947347327686031
2,dependency-00005,iterative-00002,0.9946617135630205
2,dependency-00005,ontology-00002,0.9953052299737344
2,dependency-00005,dependency-00002,0.9957317537860353
2,dependency-00005,iterative-00003,0.9944241352571341
2,dependency-00005,ontology-00003,0.9946184042871701
2,dependency-00005,dependency-00003,0.9935884721870478
2,dependency-00005,iterative-00004,0.9946357849069457
2,dependency-00005,ontology-00004,0.994947919657579
2,dependency-00005,dependency-00004,0.9954775212980922
2,dependency-00005,iterative-00005,0.9948288331736295
2,dependency-00005,ontology-00005,0.9953020509278176
2,dependency-00005,dependency-00005,1.0000000000000002
3,iterative-00000,iterative-00000,1.0000000000000004
3,iterative-00000,ontology-00000,0.9962891110716177
3,iterative-00000,dependency-00000,0.9964824146868715
3,iterative-00000,iterative-00001,0.9960545125581346
3,iterative-00000,ontology-00001,0.9955928922492578
3,iterative-00000,dependency-00001,0.9966423541596978
3,iterative-00000,iterative-00002,0.9959126645869039
3,iterative-00000,ontology-00002,0.996004786697634
3,iterative-00000,dependency-00002,0.9963250062144605
3,iterative-00000,iterative-00003,0.9961556383624772
3,iterative-00000,ontology-00003,0.99640637428194
3,iterative-00000,dependency-00003,0.9962670894840469
3,iterative-00000,iterative-00004,0.9963593735808467
3,iterative-00000,ontology-00004,0.9962893243567786
3,iterative-00000,dependency-00004,0.9963573658294698
3,iterative-00000,iterative-00005,0.9955099069674234
3,iterative-00000,ontology-00005,0.996911941837946
3,iterative-00000,dependency-00005,0.9950380534232115
3,ontology-00000,iterative-00000,0.9962891110716177
3,ontology-00000,ontology-00000,1.0000000000000007
3,ontology-00000,dependency-00000,0.9972458868263847
3,ontology-00000,iterative-00001,0.9967696204674048
3,ontology-00000,ontology-00001,0.9961498943717702
3,ontology-00000,dependency-00001,0.9962492688400122
3,ontology-00000,iterative-00002,0.9970717545681425
3,ontology-00000,ontology-00002,0.9971147397783499
3,ontology-00000,dependency-00002,0.9976856143501005
3,ontology-00000,iterative-00003,0.9975003683803756
3,ontology-00000,ontology-00003,0.9965072904482775
3,ontology-00000,dependency-00003,0.9964209655792531
3,ontology-00000,iterative-00004,0.9976095290284959
3,ontology-00000,ontology-00004,0.9970364093996844
3,ontology-00000,dependency-00004,0.9968005924020598
3,ontology-00000,iterative-00005,0.9965971503365666
3,ontology-00000,ontology-00005,0.9970675036989383
3,ontology-00000,dependency-00005,0.9962405627353816
3,dependency-00000,iterative-00000,0.9964824146868715
3,dependency-00000,ontology-00000,0.9972458868263847
3,dependency-00000,dependency-00000,0.9999999999999997
3,dependency-00000,iterative-00001,0.9962348790968902
3,dependency-00000,ontology-00001,0.9962815151491401
3,dependency-00000,dependency-00001,0.9971424114820459
3,dependency-00000,iterative-00002,0.9966706505286187
3,dependency-00000,ontology-00002,0.9971828826515428
3,dependency-00000,dependency-00002,0.9976206291226035
3,dependency-00000,iterative-00003,0.997680976551691
3,dependency-00000,ontology-00003,0.9968691149731047
3,dependency-00000,dependency-00003,0.9971759583100728
3,dependency-00000,iterative-00004,0.9974949984419422
3,dependency-00000,ontology-00004,0.9976970488822616
3,dependency-00000,dependency-00004,0.9968930335375144
3,dependency-00000,iterative-00005,0.9968007077135245
3,dependency-00000,ontology-00005,0.9974938136779226
3,dependency-00000,dependency-00005,0.9977177735622047
3,iterative-00001,iterative-00000,0.9960545125581346
3,iterative-00001,ontology-00000,0.9967696204674048
3,iterative-00001,dependency-00000,0.99623487909689
3,iterative-00001,iterative-00001,0.9999999999999997
3,iterative-00001,ontology-00001,0.996743066649919
3,iterative-00001,dependency-00001,0.9966819185830925
3,iterative-00001,iterative-00002,0.9966764506625407
3,iterative-00001,ontology-00002,0.9971285733633375
3,iterative-00001,dependency-00002,0.9969319187874899
3,iterative-00001,iterative-00003,0.99691525733253
3,iterative-00001,ontology-00003,0.9968223464783985
3,iterative-00001,dependency-00003,0.9965740289264506
3,iterative-00001,iterative-00004,0.9965982257886183
3,iterative-00001,ontology-00004,0.9969455109819187
3,iterative-00001,dependency-00004,0.9968763442051297
3,iterative-00001,iterative-00005,0.995655751715814
3,iterative-00001,ontology-00005,0.9968878425916187
3,iterative-00001,dependency-00005,0.9963423913922852
3,ontology-00001,iterative-00000,0.995592892249258
3,ontology-00001,ontology-00000,0.99614989437177
3,ontology-00001,dependency-00000,0.9962815151491401
3,ontology-00001,iterative-00001,0.996743066649919
3,ontology-00001,ontology-00001,1.0000000000000002
3,ontology-00001,dependency-00001,0.9958054722125788
3,ontology-00001,iterative-00002,0.9963022042310148
3,ontology-00001,ontology-00002,0.9960993265709135
3,ontology-00001,dependency-00002,0.996614785507733
3,ontology-00001,iterative-00003,0.9967787226212849
3,ontology-00001,ontology-00003,0.9962713965014347
3,ontology-00001,dependency-00003,0.9963942737106112
3,ontology-00001,iterative-00004,0.996889400466414
3,ontology-00001,ontology-00004,0.9960365313517153
3,ontology-00001,dependency-00004,0.996404300489946
3,ontology-00001,iterative-00005,0.9961043200213687
3,ontology-00001,ontology-00005,0.9968784171126558
3,ontology-00001,dependency-00005,0.9962261217996722
3,dependency-00001,iterative-00000,0.9966423541596978
3,dependency-00001,ontology-00000,0.9962492688400121
3,dependency-00001,dependency-00000,0.9971424114820459
3,dependency-00001,iterative-00001,0.9966819185830925
3,dependency-00001,ontology-00001,0.9958054722125789
3,dependency-00001,dependency-00001,1.0000000000000007
3,dependency-00001,iterative-00002,0.9971058844928615
3,dependency-00001,ontology-00002,0.9969983458565663
3,dependency-00001,dependency-00002,0.9973731818692742
3,dependency-00001,iterative-00003,0.9965786097590096
3,dependency-00001,ontology-00003,0.9965709292133282
3,dependency-00001,dependency-00003,0.9970835562001215
3,dependency-00001,iterative-00004,0.9967811464267645
3,dependency-00001,ontology-00004,0.9964281730685991
3,dependency-00001,dependency-00004,0.9969267027973825
3,dependency-00001,iterative-00005,0.9969652586408875
3,dependency-00001,ontology-00005,0.996449016217743
3,dependency-00001,dependency-00005,0.9972644646631594
3,iterative-00002,iterative-00000,0.9959126645869039
3,iterative-00002,ontology-00000,0.9970717545681425
3,iterative-00002,dependency-00000,0.9966706505286187
3,iterative-00002,iterative-00001,0.9966764506625407
3,iterative-00002,ontology-00001,0.9963022042310148
3,iterative-00002,dependency-00001,0.9971058844928616
3,iterative-00002,iterative-00002,1.0000000000000004
3,iterative-00002,ontology-00002,0.9972091530833381
3,iterative-00002,dependency-00002,0.9976736748374195
3,iterative-00002,iterative-00003,0.9967101293942725
3,iterative-00002,ontology-00003,0.9967308470225685
3,iterative-00002,dependency-00003,0.9964691403968766
3,iterative-00002,iterative-00004,0.9975078883690763
3,iterative-00002,ontology-00004,0.9968627968201688
3,iterative-00002,dependency-00004,0.9967841598020414
3,iterative-00002,iterative-00005,0.9961248230336087
3,iterative-00002,ontology-00005,0.9970013168409992
3,iterative-00002,dependency-00005,0.9964624473361493
3,ontology-00002,iterative-00000,0.996004786697634
3,ontology-00002,ontology-00000,0.9971147397783499
3,ontology-00002,dependency-00000,0.9971828826515428
3,ontology-00002,iterative-00001,0.9971285733633375
3,ontology-00002,ontology-00001,0.9960993265709135
3,ontology-00002,dependency-00001,0.9969983458565663
3,ontology-00002,iterative-00002,0.9972091530833381
3,ontology-00002,ontology-00002,1.0000000000000004
3,ontology-00002,dependency-00002,0.9969127256779516
3,ontology-00002,iterative-00003,0.9967357067820392
3,ontology-00002,ontology-00003,0.9970312556375444
3,ontology-00002,dependency-00003,0.9973145670738733
3,ontology-00002,iterative-00004,0.9972363231936088
3,ontology-00002,ontology-00004,0.9969519695324337
3,ontology-00002,dependency-00004,0.9963720065559009
3,ontology-00002,iterative-00005,0.9963082418949629
3,ontology-00002,ontology-00005,0.997545682832551
3,ontology-00002,dependency-00005,0.9956682101356533
3,dependency-00002,iterative-00000,0.9963250062144605
3,dependency-00002,ontology-00000,0.9976856143501005
3,dependency-00002,dependency-00000,0.9976206291226036
3,dependency-00002,iterative-00001,0.9969319187874899
3,dependency-00002,ontology-00001,0.996614785507733
3,dependency-00002,dependency-00001,0.9973731818692742
3,dependency-00002,iterative-00002,0.9976736748374195
3,dependency-00002,ontology-00002,0.9969127256779516
3,dependency-00002,dependency-00002,0.9999999999999998
